taxvaluedollarcnt,bathroomcnt,bedroomcnt,garagecarcnt,poolcnt,garagetotalsqft,roomcnt,unitcnt,yearbuilt,taxamount,calculatedfinishedsquarefeet,DollarPerSquareFeet,latitude,longitude
588267.0,3.0,3.0,2.0,0.0,441.0,5.0,0.0,1975.0,6766.56,1818.0,323.5792079207921,33.728807,-118.058975
1889022.0,4.5,5.0,3.0,1.0,723.0,10.0,0.0,1982.0,19997.48,4952.0,381.46647819063,34.195707,-118.815357
304110.0,1.0,2.0,1.0,0.0,304.0,5.0,0.0,1922.0,3690.86,780.0,389.88461538461536,33.871636,-117.908527
359715.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1965.0,4360.51,1704.0,211.10035211267606,34.016852,-117.99049
134251.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1973.0,1665.91,660.0,203.41060606060606,33.8214,-118.187
358899.0,2.5,4.0,2.0,1.0,432.0,8.0,0.0,1979.0,4313.12,2212.0,162.250904159132,34.287462,-118.74526
150920.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1924.0,3007.02,782.0,192.9923273657289,34.049422,-118.193918
415534.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1988.0,5194.8,2589.0,160.4998068752414,34.173463,-118.095549
425000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1939.0,4741.04,744.0,571.236559139785,34.227188,-118.24804
1290000.0,4.5,4.0,2.0,0.0,629.0,0.0,0.0,2000.0,14484.42,3572.0,361.1422172452408,33.907598,-117.971146
282177.0,2.0,4.0,2.0,0.0,456.0,7.0,0.0,1949.0,3461.84,1277.0,220.96867658574786,33.93529,-117.942885
332408.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1962.0,4472.5,1280.0,259.69375,34.424332,-118.469852
169212.0,2.0,4.0,1.0,1.0,360.0,7.0,0.0,1954.0,2238.16,1355.0,124.87970479704796,33.845621,-118.023829
1284194.0,2.5,3.0,2.0,0.0,450.0,0.0,0.0,1987.0,13957.68,1933.0,664.3528194516296,33.603922,-117.871467
231098.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1980.0,2829.89,1164.0,198.53780068728523,34.201609,-118.556534
417178.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1989.0,5206.92,2746.0,151.92206846321923,34.133283,-117.750091
286300.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1992.0,3513.67,1508.0,189.85411140583554,34.498684,-118.237507
419636.0,3.5,4.0,2.0,0.0,628.0,0.0,0.0,1996.0,4331.4,3083.0,136.11287706779112,33.474323,-117.626163
74394.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1954.0,1281.49,1376.0,54.065406976744185,33.930566,-118.020424
482673.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1981.0,5990.18,2128.0,226.82001879699249,34.0597,-118.437
297646.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2002.0,4868.81,2637.0,112.87296169890027,34.606311,-118.191307
670534.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,1948.0,8129.2,1228.0,546.0374592833876,33.539392,-117.760211
142045.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1967.0,2326.53,3100.0,45.82096774193548,34.12364,-117.717397
103801.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1973.0,1357.92,968.0,107.23243801652893,34.047728,-117.901556
944150.0,2.0,3.0,2.0,0.0,441.0,7.0,0.0,1957.0,10917.16,2443.0,386.47155137126487,33.790562,-118.078656
205000.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1925.0,3044.76,1452.0,141.18457300275483,33.937516,-118.24901
234511.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1985.0,3090.99,1546.0,151.6888745148771,34.06935,-117.981084
58692.0,2.0,3.0,2.0,0.0,430.0,6.0,0.0,1959.0,4457.32,1237.0,47.44704931285368,33.937907,-117.922188
848415.0,4.0,5.0,3.0,1.0,816.0,9.0,0.0,1960.0,8911.32,3720.0,228.06854838709677,34.201711,-118.858997
171499.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1957.0,2296.73,1387.0,123.64744051910598,34.09121,-117.850382
161943.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1978.0,2089.68,1971.0,82.16286149162862,34.122647,-118.189302
917981.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1941.0,10767.32,1335.0,687.6262172284644,34.110295,-118.024087
536064.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1961.0,6782.58,2692.0,199.13224368499257,34.05227,-118.400051
195428.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1924.0,2431.06,846.0,231.00236406619385,33.982101,-118.31748
108075.0,2.5,3.0,2.0,1.0,484.0,8.0,0.0,1966.0,1539.68,2162.0,49.98843663274746,33.670539,-117.949083
499000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2005.0,6035.68,1200.0,415.8333333333333,34.0632,-118.294
210145.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1901.0,3225.79,1196.0,175.70652173913044,34.013008,-118.254166
804435.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1997.0,10222.43,3488.0,230.6293004587156,34.135381,-117.760269
489910.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1926.0,6170.77,3472.0,141.10311059907835,34.305033,-118.440735
21162.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1920.0,4600.98,508.0,41.65748031496063,34.260257,-118.303096
69516.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1961.0,1185.52,1280.0,54.309375,34.047906,-118.086597
358012.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1951.0,5367.24,1437.0,249.1384829505915,33.890571,-118.102568
368746.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1948.0,5766.03,1056.0,349.1912878787879,33.814129,-118.308782
216045.0,2.0,3.0,2.0,0.0,440.0,6.0,0.0,1962.0,6447.52,1299.0,166.3163972286374,33.738365,-117.994425
110486.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1977.0,1403.11,1478.0,74.75372124492557,34.213087,-118.339486
163196.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1966.0,2759.4,1676.0,97.37231503579952,34.678912,-118.14803
64868.0,2.5,3.0,2.0,0.0,451.0,6.0,0.0,1956.0,1003.1,1583.0,40.97789008212255,33.796919,-117.918448
859119.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1968.0,10078.23,2676.0,321.04596412556054,33.769084,-118.38997
750000.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1962.0,7490.97,1944.0,385.8024691358025,34.170301,-118.653726
187502.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1965.0,2561.05,1207.0,155.34548467274234,33.7476,-118.31
345015.0,3.0,4.0,2.0,0.0,468.0,6.0,0.0,2014.0,9596.28,1987.0,173.63613487669855,34.250729,-119.17047
147107.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1989.0,2899.06,1978.0,74.37158746208291,34.543347,-118.057945
377000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1990.0,4902.67,1051.0,358.7059942911513,33.9107,-117.98
221737.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1933.0,5632.42,3135.0,70.72950558213716,34.056895,-118.018073
1003000.0,4.0,4.0,2.0,0.0,420.0,0.0,0.0,2005.0,14870.02,2941.0,341.04046242774564,33.474765,-117.581068
66751.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1974.0,938.45,846.0,78.90189125295508,34.2071,-118.562
101949.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1964.0,1474.28,2016.0,50.569940476190474,34.176997,-118.656937
439847.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1954.0,5284.79,1472.0,298.80910326086956,33.887757,-118.137913
511000.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1953.0,6342.81,1235.0,413.7651821862348,33.816744,-118.106647
318448.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1953.0,4131.94,2785.0,114.34398563734291,34.263259,-118.344655
214382.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1963.0,3069.05,1260.0,170.14444444444445,34.425845,-118.462964
454000.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1960.0,4765.89,1296.0,350.30864197530866,34.229837,-118.492117
601614.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1926.0,7442.52,1098.0,547.9180327868852,34.050269,-118.356331
388326.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1951.0,4977.17,1210.0,320.9305785123967,33.840301,-118.143077
380500.0,2.0,3.0,2.0,0.0,504.0,6.0,0.0,1964.0,4501.32,1323.0,287.60393046107333,34.258509,-118.744448
3374257.0,3.5,4.0,2.0,0.0,481.0,6.0,0.0,2002.0,36302.16,3501.0,963.7980576978006,33.606764,-117.922366
121949.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1995.0,1571.1,1084.0,112.49907749077491,34.083,-118.182
280494.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1988.0,3425.49,1176.0,238.51530612244898,34.2056,-118.562
1044682.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1962.0,13088.09,1968.0,530.834349593496,33.779651,-118.31815
410000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1970.0,5358.25,975.0,420.5128205128205,33.8321,-118.378
210620.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1981.0,2784.94,1334.0,157.88605697151425,34.0667,-118.117
349585.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1925.0,13930.46,1662.0,210.33995186522262,34.114435,-118.136018
268000.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1984.0,3316.07,914.0,293.21663019693653,33.7854,-118.3
97689.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1974.0,1940.32,1053.0,92.77207977207978,34.666524,-118.185594
323262.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1987.0,4095.6,1265.0,255.54308300395257,34.1577,-118.7
466526.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1926.0,5580.63,1035.0,450.74975845410626,34.167988,-118.142007
477000.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1972.0,5678.14,834.0,571.9424460431654,34.0533,-118.443
490000.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1919.0,6090.95,1823.0,268.7877125617115,34.081742,-117.887609
3667317.0,5.5,5.0,3.0,1.0,758.0,8.0,0.0,2002.0,39424.9,6261.0,585.73981792046,33.622215,-117.866898
639047.0,3.0,4.0,1.0,0.0,399.0,7.0,0.0,1957.0,7510.52,2128.0,300.30404135338347,33.764981,-117.877258
414571.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1978.0,4693.61,1584.0,261.72411616161617,34.1813,-118.297
41026.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1927.0,3358.65,768.0,53.419270833333336,33.95667,-118.199795
502748.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1951.0,6094.12,1549.0,324.5629438347321,33.943163,-118.009038
764984.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1950.0,9327.72,1618.0,472.79604449938194,34.167187,-118.45361
246550.0,2.0,4.0,2.0,1.0,475.0,7.0,0.0,1966.0,2993.32,1885.0,130.79575596816977,33.658991,-117.981383
365170.0,2.0,3.0,2.0,0.0,441.0,6.0,0.0,1958.0,4302.2,1242.0,294.01771336553946,33.934871,-117.922859
323000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1980.0,4561.97,1292.0,250.0,34.040422,-117.799068
340797.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1959.0,4347.8,3571.0,95.43461215345842,34.169388,-118.505605
143470.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1921.0,3088.86,873.0,164.3413516609393,34.100101,-118.22876
1001998.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1954.0,12255.21,1835.0,546.0479564032697,33.986279,-118.462652
845053.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1947.0,9918.74,1539.0,549.0922677063028,34.134885,-118.180831
56339.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1948.0,705.98,754.0,74.72015915119363,34.258361,-118.425317
376236.0,2.0,3.0,2.0,0.0,492.0,6.0,0.0,1961.0,4484.1,1778.0,211.60629921259843,33.87389,-117.901998
100937.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1960.0,524.78,2068.0,48.80899419729207,33.97981,-117.966761
573006.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1981.0,6953.86,3515.0,163.01735419630157,33.965138,-117.941954
128178.0,2.0,4.0,2.0,0.0,483.0,7.0,0.0,1968.0,1651.02,1854.0,69.13592233009709,33.700569,-117.959817
236473.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1954.0,5683.81,1435.0,164.78954703832753,34.090795,-117.903335
540080.0,3.0,5.0,3.0,0.0,724.0,9.0,0.0,1989.0,5785.94,3051.0,177.01737135365454,34.239133,-118.972658
660406.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1985.0,8038.57,2275.0,290.28835164835164,34.096877,-117.800265
424239.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1950.0,5313.55,952.0,445.6292016806723,33.844702,-118.107146
467198.0,2.5,3.0,2.0,0.0,647.0,5.0,0.0,2009.0,10942.8,1713.0,272.7367192060712,34.250316,-119.175169
514307.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1963.0,6498.13,2446.0,210.26451349141456,34.136033,-118.224012
394473.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1958.0,4771.2,1598.0,246.85419274092615,33.7707,-118.163
568657.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1961.0,7329.31,2036.0,279.3010805500982,34.272591,-118.536207
212636.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1955.0,3704.44,1110.0,191.56396396396397,34.00065,-117.964725
523000.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1940.0,6416.5,1295.0,403.86100386100384,33.837101,-118.137005
828764.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1937.0,9830.65,2601.0,318.6328335255671,34.12451,-118.050082
104880.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1954.0,1486.2,1185.0,88.50632911392405,33.902075,-118.129457
416183.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1979.0,5056.15,1293.0,321.87393658159317,34.1514,-118.43
107213.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1952.0,8022.68,1756.0,61.05523917995444,34.16522,-118.496605
1092470.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1986.0,13380.1,1748.0,624.9828375286041,33.982286,-118.466607
97011.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1962.0,309.29,1392.0,69.69181034482759,33.954701,-118.105395
575000.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1960.0,6990.07,1570.0,366.2420382165605,34.193316,-118.646415
186338.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1970.0,2352.43,1103.0,168.9374433363554,34.1764,-118.539
336070.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1947.0,4212.27,1394.0,241.0832137733142,33.808834,-118.202854
552328.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1952.0,6519.35,2047.0,269.82315583781144,34.133035,-117.859769
692000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2005.0,11049.33,1350.0,512.5925925925926,33.9693,-118.426
153796.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1950.0,1980.14,1692.0,90.89598108747045,34.110005,-117.863628
652000.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1974.0,7838.77,1595.0,408.77742946708463,33.777746,-118.384763
397352.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1960.0,5221.47,1395.0,284.8401433691756,33.915614,-117.990878
666758.0,2.5,4.0,2.0,0.0,506.0,8.0,0.0,1976.0,7269.32,2351.0,283.60612505316885,33.797067,-117.770804
2217038.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1992.0,27155.18,2917.0,760.0404525197121,34.114167,-118.476837
120232.0,1.0,2.0,5.0,0.0,1320.0,5.0,0.0,1953.0,1645.48,1210.0,99.36528925619835,33.624637,-117.913801
158840.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1980.0,2052.69,878.0,180.9111617312073,34.174,-118.6
210879.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1987.0,2733.69,1007.0,209.41310824230388,34.153843,-117.908965
497000.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1971.0,6725.21,2043.0,243.26970141948115,34.394845,-118.545828
311093.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1920.0,5566.48,1398.0,222.5271816881259,33.989285,-118.332743
179358.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1983.0,2824.23,1210.0,148.2297520661157,33.9886,-118.222
750459.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2005.0,8822.66,2024.0,370.78013833992094,34.1264,-118.048
224924.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1988.0,3700.18,786.0,286.16284987277356,34.403,-118.553
1121977.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1941.0,13098.88,2394.0,468.66207184628234,34.1237,-118.032596
257879.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1973.0,3111.19,904.0,285.2643805309734,33.879371,-118.066316
984000.0,3.0,4.0,2.0,1.0,672.0,8.0,0.0,1970.0,11003.58,2823.0,348.5653560042508,34.140493,-118.836876
532796.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1975.0,6325.78,1965.0,271.1430025445293,34.144109,-117.77041
569000.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2004.0,7851.8,2323.0,244.94188549289711,34.456621,-118.549546
308500.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1947.0,9589.1,1568.0,196.74744897959184,33.932787,-118.301631
98840.0,2.5,4.0,2.0,0.0,506.0,8.0,0.0,1968.0,1139.64,2271.0,43.52267723469837,34.216736,-118.897039
591456.0,3.5,4.0,2.0,0.0,622.0,8.0,0.0,1967.0,7092.02,2641.0,223.95153351003407,33.736359,-117.955994
507603.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1983.0,12193.59,2202.0,230.5190735694823,34.103782,-118.274173
390943.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1946.0,4944.84,792.0,493.614898989899,33.839067,-118.322006
3388386.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1924.0,57485.76,5161.0,656.5367176903701,34.112175,-118.298098
260000.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1974.0,3338.36,1201.0,216.48626144879267,33.8391,-118.182
130759.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1973.0,1697.73,896.0,145.93638392857142,34.1371,-118.145
85919.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1953.0,1210.05,1140.0,75.36754385964912,34.740335,-118.294007
332238.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1997.0,4289.55,1764.0,188.343537414966,34.294397,-118.465238
232011.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1968.0,2909.34,954.0,243.19811320754718,33.7694,-118.152
175478.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1908.0,2259.54,1856.0,94.54633620689656,34.034793,-118.30419
522720.0,2.0,3.0,2.0,0.0,440.0,6.0,0.0,1976.0,5486.84,1472.0,355.10869565217394,33.652338,-117.654369
623437.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1912.0,10426.08,1506.0,413.968791500664,33.772533,-118.150741
199305.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1959.0,2569.07,2866.0,69.54117236566644,34.108104,-117.767935
133972.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1974.0,1805.53,867.0,154.52364475201844,33.8987,-118.36
484843.0,3.0,4.0,2.0,0.0,610.0,8.0,0.0,1999.0,5538.36,2474.0,195.97534357316087,34.237386,-118.790423
326393.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1949.0,4136.58,2114.0,154.39593188268685,33.912724,-118.202341
325129.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1976.0,4071.45,949.0,342.6016859852476,34.1859,-118.614
161116.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1930.0,2411.44,3615.0,44.568741355463345,34.065523,-118.335831
290000.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2000.0,4640.14,1445.0,200.69204152249134,34.4071,-118.45
418038.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1953.0,5138.18,1949.0,214.4884556182658,33.795777,-118.096593
414572.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1952.0,5265.43,1268.0,326.94952681388014,33.887135,-118.320853
390005.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1950.0,5163.29,1892.0,206.13372093023256,33.995318,-118.396232
65845.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1928.0,8771.06,2064.0,31.901647286821706,34.147344,-118.19704
53394.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1953.0,766.75,1185.0,45.05822784810127,34.269822,-118.506567
146386.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1985.0,2639.51,1688.0,86.72156398104265,34.688976,-118.198062
302000.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1980.0,4225.79,1221.0,247.33824733824733,33.8213,-118.291
741000.0,2.5,3.0,2.0,0.0,550.0,0.0,0.0,1994.0,8943.94,1986.0,373.11178247734136,33.87597,-117.773094
479389.0,2.0,3.0,2.0,0.0,420.0,5.0,0.0,1961.0,5563.5,1268.0,378.06703470031545,34.264921,-118.730211
141340.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1973.0,2010.35,456.0,309.9561403508772,34.088391,-118.370084
1879553.0,2.5,4.0,2.0,0.0,648.0,8.0,0.0,1969.0,20280.44,2326.0,808.0623387790198,33.523186,-117.754141
156708.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1940.0,4066.18,898.0,174.50779510022272,33.942394,-118.203224
287101.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2001.0,4440.42,1616.0,177.6615099009901,33.940454,-118.190377
165000.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1923.0,2157.31,676.0,244.0828402366864,33.787872,-118.195238
1853000.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1959.0,24213.97,2505.0,739.7205588822355,34.118728,-118.423954
114303.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1985.0,1433.54,661.0,172.92435703479578,33.7736,-118.176
488057.0,2.0,3.0,2.0,0.0,460.0,6.0,0.0,1972.0,5052.1,1560.0,312.85705128205126,33.611867,-117.660128
385437.0,2.0,3.0,2.0,0.0,423.0,5.0,0.0,1955.0,4567.56,1427.0,270.1030133146461,33.837336,-118.029403
262017.0,2.0,2.0,2.0,0.0,465.0,5.0,0.0,1964.0,6796.26,1389.0,188.63714902807774,33.716849,-118.033033
389256.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1955.0,4781.77,1761.0,221.04258943781943,34.170528,-118.424141
71418.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1986.0,2184.39,924.0,77.29220779220779,34.56586,-118.103737
140501.0,3.0,4.0,2.0,1.0,483.0,8.0,0.0,1966.0,1488.48,1875.0,74.93386666666666,33.591182,-117.667287
394200.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1983.0,6064.88,1400.0,281.57142857142856,34.44221,-118.512442
29732.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1941.0,776.04,844.0,35.22748815165877,33.910841,-118.1884
403093.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2003.0,5073.86,1911.0,210.9330193615908,34.301903,-118.416234
128338.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1950.0,1879.1,1296.0,99.02623456790124,33.979337,-118.064256
297670.0,2.0,5.0,2.0,0.0,424.0,7.0,0.0,1968.0,3395.12,2204.0,135.0589836660617,33.847969,-117.781906
179000.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1921.0,2341.76,930.0,192.4731182795699,34.10751,-118.334405
491810.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1961.0,6272.3,3462.0,142.05950317735412,34.162199,-118.616259
201408.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1950.0,2985.9,1617.0,124.55658627087199,33.948514,-118.052156
377392.0,1.5,3.0,1.0,1.0,190.0,5.0,0.0,1956.0,4549.78,989.0,381.58948432760366,33.734738,-117.929429
545000.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1944.0,5976.26,1216.0,448.1907894736842,34.189681,-118.340855
1313734.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1998.0,15336.38,2916.0,450.52606310013715,34.10612,-118.055841
234558.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1995.0,2933.1,1824.0,128.5953947368421,34.2535,-118.529
1285777.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1925.0,15936.7,1956.0,657.3502044989775,34.078161,-118.385851
662579.0,2.5,3.0,2.0,1.0,471.0,7.0,0.0,1985.0,7885.44,1937.0,342.0645327826536,33.468754,-117.70875
683305.0,3.0,4.0,2.0,1.0,621.0,9.0,0.0,1978.0,6967.88,3336.0,204.82763788968825,33.537064,-117.710922
141125.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1979.0,1815.65,1044.0,135.1772030651341,33.8624,-118.087
158880.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1982.0,2099.45,1045.0,152.03827751196172,34.0706,-117.982
67225.0,2.0,4.0,2.0,0.0,440.0,7.0,0.0,1969.0,735.02,1427.0,47.109320252277506,34.176476,-118.948557
784000.0,2.5,3.0,1.0,0.0,366.0,0.0,0.0,2003.0,12217.86,2529.0,310.00395413206803,33.549857,-117.640248
730747.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1927.0,9032.28,1182.0,618.2292724196277,34.044578,-118.420333
701857.0,3.0,3.0,2.0,0.0,480.0,0.0,0.0,1987.0,7259.78,2398.0,292.6843202668891,33.616911,-117.584149
595706.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,1957.0,7700.13,3543.0,168.1360429014959,34.228199,-118.504587
376813.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1949.0,4740.27,1810.0,208.1839779005525,33.99569,-118.405609
172528.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1975.0,1837.86,1054.0,163.6888045540797,33.725707,-117.806137
408874.0,2.5,3.0,2.0,0.0,525.0,7.0,0.0,1975.0,5725.18,3036.0,134.6752305665349,34.178128,-119.22759
245180.0,2.5,4.0,2.0,1.0,469.0,7.0,0.0,1964.0,3074.44,1560.0,157.16666666666666,33.890242,-117.988907
449803.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1957.0,5700.63,1999.0,225.01400700350175,34.222015,-118.53755
258201.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1922.0,3710.78,852.0,303.05281690140845,33.964984,-118.226494
434000.0,1.5,3.0,2.0,0.0,0.0,5.0,0.0,1967.0,4540.62,997.0,435.3059177532598,34.190625,-118.891135
1197452.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1925.0,14568.7,1695.0,706.4613569321534,34.0588,-118.354079
